candidate_id,geo_id,review_series_type,review_series_key,baseline_seasonal_spread,challenger_seasonal_spread,challenger_baseline_seasonal_spread_ratio,percent_seasonal_spread_reduction,baseline_minimum_month,baseline_maximum_month,challenger_minimum_month,challenger_maximum_month,chronology_delay_trigger,attenuation_trigger,seasonality_overkill_trigger
price_family_ma9_structural_linked,20306_district_of_columbia_dc__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20306_district_of_columbia_dc__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20391_district_of_columbia_dc__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20391_district_of_columbia_dc__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20398_district_of_columbia_dc__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20398_district_of_columbia_dc__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20593_district_of_columbia_dc__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20593_district_of_columbia_dc__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20601_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20601_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20607_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20607_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20608_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20608_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20613_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20613_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20616_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20616_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20623_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20623_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20705_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20705_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20706_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20706_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20707_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20707_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20708_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20708_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20710_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20710_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20712_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20712_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20715_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20715_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20716_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20716_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20717_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20717_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20720_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20720_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20721_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20721_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20722_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20722_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20731_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20731_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20735_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20735_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20737_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20737_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20740_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20740_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20743_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20743_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20744_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20744_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20745_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20745_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20746_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20746_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20747_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20747_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20748_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20748_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20757_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20757_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20768_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20768_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20769_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20769_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20770_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20770_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20772_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20772_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20774_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20774_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20781_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20781_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20782_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20782_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20783_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20783_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20784_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20784_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20785_prince_george_s_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20785_prince_george_s_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20812_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20812_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20814_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20814_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20815_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20815_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20816_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20816_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20817_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20817_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20818_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20818_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20824_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20824_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20830_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20830_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20832_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20832_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20833_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20833_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20837_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20837_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20838_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20838_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20839_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20839_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20841_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20841_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20842_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20842_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20848_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20848_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20850_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20850_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20851_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20851_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20852_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20852_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20853_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20853_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20854_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20854_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20855_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20855_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20860_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20860_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20861_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20861_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20862_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20862_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20866_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20866_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20868_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20868_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20871_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20871_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20872_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20872_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20874_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20874_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20876_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20876_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20877_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20877_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20878_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20878_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20879_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20879_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20880_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20880_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20882_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20882_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20884_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20884_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20886_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20886_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20889_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20889_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20894_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20895_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20895_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20896_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20896_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20901_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20901_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20902_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20902_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20903_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20903_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20904_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20904_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20905_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20905_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20906_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20906_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20907_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20907_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20910_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20910_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20912_montgomery_county_md__zip,structural_price_level,median_ppsf,,,,,,,,,False,False,False
price_family_ma9_structural_linked,20912_montgomery_county_md__zip,structural_price_level,median_sale_price,,,,,,,,,False,False,False
