geo_slug,geo_name,level,bls_ces_area_code,include_ces,bls_laus_area_code,include_laus,redfin_code,include_redfin,census_code,include_census,include_census_bps,bea_geo_fips,include_bea_qgdp,include_bea_agdp,fred_unemp_series_id,include_fred_unemp,fred_geo_code,include_fred
stafford_county_va__county,"Stafford County, VA",county,,0,CN5117900000000,1,3022,1,51179,1,1,51179,0,1,,0,,0
stanislaus_county_ca__county,"Stanislaus County, CA",county,,0,CN0609900000000,1,352,1,06099,1,1,06099,0,1,,0,,0
staunton_va__county,"Staunton, VA",county,,0,CN5179000000000,1,3065,1,51790,1,1,51790,0,1,,0,,0
suffolk_va__county,"Suffolk, VA",county,,0,CN5180000000000,1,3066,1,51800,1,1,51800,0,1,,0,,0
sussex_county_nj__county,"Sussex County, NJ",county,,0,CN3403700000000,1,1909,1,34037,1,1,34037,0,1,,0,,0
sussex_county_va__county,"Sussex County, VA",county,,0,CN5118300000000,1,3024,1,51183,1,1,51183,0,1,,0,,0
sutter_county_ca__county,"Sutter County, CA",county,,0,CN0610100000000,1,353,1,06101,1,1,06101,0,1,,0,,0
talbot_county_md__county,"Talbot County, MD",county,,0,CN2404100000000,1,1329,1,24041,1,1,24041,0,1,,0,,0
tehama_county_ca__county,"Tehama County, CA",county,,0,CN0610300000000,1,354,1,06103,1,1,06103,0,1,,0,,0
tulare_county_ca__county,"Tulare County, CA",county,,0,CN0610700000000,1,356,1,06107,1,1,06107,0,1,,0,,0
tuolumne_county_ca__county,"Tuolumne County, CA",county,,0,CN0610900000000,1,357,1,06109,1,1,06109,0,1,,0,,0
union_county_nj__county,"Union County, NJ",county,,0,CN3403900000000,1,1910,1,34039,1,1,34039,0,1,,0,,0
ventura_county_ca__county,"Ventura County, CA",county,,0,CN0611100000000,1,358,1,06111,1,1,06111,0,1,,0,,0
virginia_beach_va__county,"Virginia Beach, VA",county,,0,CN5181000000000,1,3067,1,51810,1,1,51810,0,1,,0,,0
warren_county_va__county,"Warren County, VA",county,,0,CN5118700000000,1,3026,1,51187,1,1,51187,0,1,,0,,0
washington_county_md__county,"Washington County, MD",county,,0,CN2404300000000,1,1330,1,24043,1,1,24043,0,1,,0,,0
waynesboro_va__county,"Waynesboro, VA",county,,0,CN5182000000000,1,3068,1,51820,1,1,51820,0,1,,0,,0
williamsburg_va__county,"Williamsburg, VA",county,,0,CN5183000000000,1,3069,1,51830,1,1,51830,0,1,,0,,0
winchester_va__county,"Winchester, VA",county,,0,CN5184000000000,1,3070,1,51840,1,1,51840,0,1,,0,,0
wise_county_va__county,"Wise County, VA",county,,0,CN5119500000000,1,3029,1,51195,1,1,51195,0,1,,0,,0
yolo_county_ca__county,"Yolo County, CA",county,,0,CN0611300000000,1,359,1,06113,1,1,06113,0,1,,0,,0
york_county_va__county,"York County, VA",county,,0,CN5119900000000,1,3031,1,51199,1,1,51199,0,1,,0,,0
yuba_county_ca__county,"Yuba County, CA",county,,0,CN0611500000000,1,360,1,06115,1,1,06115,0,1,,0,,0
united_states__nation,United States,nation,0000000,1,,0,0,1,00,1,1,00000,1,1,UNRATE,1,US,1
northeast_region__region,Northeast Region,region,,0,,0,,0,,0,0,,0,0,,0,,0
south_region__region,South Region,region,,0,,0,,0,,0,0,,0,0,,0,,0
west_region__region,West Region,region,,0,,0,,0,,0,0,,0,0,,0,,0
california__state,California,state,0600000,1,ST0600000000000,1,9,1,06,1,1,06000,1,1,CAUR,1,,0
district_of_columbia__state,District of Columbia,state,1100000,1,ST1100000000000,1,17,1,11,1,1,11000,1,1,DCUR,1,,0
maryland__state,Maryland,state,2400000,1,ST2400000000000,1,43,1,24,1,1,24000,1,1,MDUR,1,,0
new_jersey__state,New Jersey,state,3400000,1,ST3400000000000,1,12,1,34,1,1,34000,1,1,NJUR,1,,0
virginia__state,Virginia,state,5100000,1,ST5100000000000,1,42,1,51,1,1,51000,1,1,VAUR,1,,0
20001_district_of_columbia_dc__zip,"20001, District of Columbia, DC",zip,,0,,0,7747,1,,0,0,,0,0,,0,,0
20002_district_of_columbia_dc__zip,"20002, District of Columbia, DC",zip,,0,,0,7748,1,,0,0,,0,0,,0,,0
20003_district_of_columbia_dc__zip,"20003, District of Columbia, DC",zip,,0,,0,7749,1,,0,0,,0,0,,0,,0
20004_district_of_columbia_dc__zip,"20004, District of Columbia, DC",zip,,0,,0,7750,1,,0,0,,0,0,,0,,0
20005_district_of_columbia_dc__zip,"20005, District of Columbia, DC",zip,,0,,0,7751,1,,0,0,,0,0,,0,,0
20006_district_of_columbia_dc__zip,"20006, District of Columbia, DC",zip,,0,,0,7752,1,,0,0,,0,0,,0,,0
20007_district_of_columbia_dc__zip,"20007, District of Columbia, DC",zip,,0,,0,7753,1,,0,0,,0,0,,0,,0
20008_district_of_columbia_dc__zip,"20008, District of Columbia, DC",zip,,0,,0,7754,1,,0,0,,0,0,,0,,0
20009_district_of_columbia_dc__zip,"20009, District of Columbia, DC",zip,,0,,0,7755,1,,0,0,,0,0,,0,,0
20010_district_of_columbia_dc__zip,"20010, District of Columbia, DC",zip,,0,,0,7756,1,,0,0,,0,0,,0,,0
20011_district_of_columbia_dc__zip,"20011, District of Columbia, DC",zip,,0,,0,7757,1,,0,0,,0,0,,0,,0
20012_district_of_columbia_dc__zip,"20012, District of Columbia, DC",zip,,0,,0,7758,1,,0,0,,0,0,,0,,0
20015_district_of_columbia_dc__zip,"20015, District of Columbia, DC",zip,,0,,0,7760,1,,0,0,,0,0,,0,,0
20016_district_of_columbia_dc__zip,"20016, District of Columbia, DC",zip,,0,,0,7761,1,,0,0,,0,0,,0,,0
20017_district_of_columbia_dc__zip,"20017, District of Columbia, DC",zip,,0,,0,7762,1,,0,0,,0,0,,0,,0
20018_district_of_columbia_dc__zip,"20018, District of Columbia, DC",zip,,0,,0,7763,1,,0,0,,0,0,,0,,0
20019_district_of_columbia_dc__zip,"20019, District of Columbia, DC",zip,,0,,0,7764,1,,0,0,,0,0,,0,,0
20020_district_of_columbia_dc__zip,"20020, District of Columbia, DC",zip,,0,,0,7765,1,,0,0,,0,0,,0,,0
20024_district_of_columbia_dc__zip,"20024, District of Columbia, DC",zip,,0,,0,7768,1,,0,0,,0,0,,0,,0
20027_district_of_columbia_dc__zip,"20027, District of Columbia, DC",zip,,0,,0,7770,1,,0,0,,0,0,,0,,0
20030_district_of_columbia_dc__zip,"20030, District of Columbia, DC",zip,,0,,0,7772,1,,0,0,,0,0,,0,,0
20032_district_of_columbia_dc__zip,"20032, District of Columbia, DC",zip,,0,,0,7773,1,,0,0,,0,0,,0,,0
20036_district_of_columbia_dc__zip,"20036, District of Columbia, DC",zip,,0,,0,7776,1,,0,0,,0,0,,0,,0
20037_district_of_columbia_dc__zip,"20037, District of Columbia, DC",zip,,0,,0,7777,1,,0,0,,0,0,,0,,0
20040_district_of_columbia_dc__zip,"20040, District of Columbia, DC",zip,,0,,0,7780,1,,0,0,,0,0,,0,,0
20059_district_of_columbia_dc__zip,"20059, District of Columbia, DC",zip,,0,,0,7797,1,,0,0,,0,0,,0,,0
20060_district_of_columbia_dc__zip,"20060, District of Columbia, DC",zip,,0,,0,7798,1,,0,0,,0,0,,0,,0
20216_district_of_columbia_dc__zip,"20216, District of Columbia, DC",zip,,0,,0,7920,1,,0,0,,0,0,,0,,0
20226_district_of_columbia_dc__zip,"20226, District of Columbia, DC",zip,,0,,0,7929,1,,0,0,,0,0,,0,,0
20227_district_of_columbia_dc__zip,"20227, District of Columbia, DC",zip,,0,,0,7930,1,,0,0,,0,0,,0,,0
20306_district_of_columbia_dc__zip,"20306, District of Columbia, DC",zip,,0,,0,7960,1,,0,0,,0,0,,0,,0
20391_district_of_columbia_dc__zip,"20391, District of Columbia, DC",zip,,0,,0,7981,1,,0,0,,0,0,,0,,0
20398_district_of_columbia_dc__zip,"20398, District of Columbia, DC",zip,,0,,0,7986,1,,0,0,,0,0,,0,,0
20422_district_of_columbia_dc__zip,"20422, District of Columbia, DC",zip,,0,,0,8007,1,,0,0,,0,0,,0,,0
20515_district_of_columbia_dc__zip,"20515, District of Columbia, DC",zip,,0,,0,8048,1,,0,0,,0,0,,0,,0
20529_district_of_columbia_dc__zip,"20529, District of Columbia, DC",zip,,0,,0,8058,1,,0,0,,0,0,,0,,0
20560_district_of_columbia_dc__zip,"20560, District of Columbia, DC",zip,,0,,0,8086,1,,0,0,,0,0,,0,,0
20593_district_of_columbia_dc__zip,"20593, District of Columbia, DC",zip,,0,,0,8104,1,,0,0,,0,0,,0,,0
20601_prince_george_s_county_md__zip,"20601, Prince George's County, MD",zip,,0,,0,8108,1,,0,0,,0,0,,0,,0
20607_prince_george_s_county_md__zip,"20607, Prince George's County, MD",zip,,0,,0,8113,1,,0,0,,0,0,,0,,0
20608_prince_george_s_county_md__zip,"20608, Prince George's County, MD",zip,,0,,0,8114,1,,0,0,,0,0,,0,,0
20613_prince_george_s_county_md__zip,"20613, Prince George's County, MD",zip,,0,,0,8119,1,,0,0,,0,0,,0,,0
20616_prince_george_s_county_md__zip,"20616, Prince George's County, MD",zip,,0,,0,8121,1,,0,0,,0,0,,0,,0
20623_prince_george_s_county_md__zip,"20623, Prince George's County, MD",zip,,0,,0,8128,1,,0,0,,0,0,,0,,0
20703_prince_george_s_county_md__zip,"20703, Prince George's County, MD",zip,,0,,0,8177,1,,0,0,,0,0,,0,,0
20704_prince_george_s_county_md__zip,"20704, Prince George's County, MD",zip,,0,,0,8178,1,,0,0,,0,0,,0,,0
20705_prince_george_s_county_md__zip,"20705, Prince George's County, MD",zip,,0,,0,8179,1,,0,0,,0,0,,0,,0
20706_prince_george_s_county_md__zip,"20706, Prince George's County, MD",zip,,0,,0,8180,1,,0,0,,0,0,,0,,0
20707_prince_george_s_county_md__zip,"20707, Prince George's County, MD",zip,,0,,0,8181,1,,0,0,,0,0,,0,,0
20708_prince_george_s_county_md__zip,"20708, Prince George's County, MD",zip,,0,,0,8182,1,,0,0,,0,0,,0,,0
20710_prince_george_s_county_md__zip,"20710, Prince George's County, MD",zip,,0,,0,8184,1,,0,0,,0,0,,0,,0
20712_prince_george_s_county_md__zip,"20712, Prince George's County, MD",zip,,0,,0,8186,1,,0,0,,0,0,,0,,0
20715_prince_george_s_county_md__zip,"20715, Prince George's County, MD",zip,,0,,0,8188,1,,0,0,,0,0,,0,,0
20716_prince_george_s_county_md__zip,"20716, Prince George's County, MD",zip,,0,,0,8189,1,,0,0,,0,0,,0,,0
20717_prince_george_s_county_md__zip,"20717, Prince George's County, MD",zip,,0,,0,8190,1,,0,0,,0,0,,0,,0
20720_prince_george_s_county_md__zip,"20720, Prince George's County, MD",zip,,0,,0,8193,1,,0,0,,0,0,,0,,0
20721_prince_george_s_county_md__zip,"20721, Prince George's County, MD",zip,,0,,0,8194,1,,0,0,,0,0,,0,,0
20722_prince_george_s_county_md__zip,"20722, Prince George's County, MD",zip,,0,,0,8195,1,,0,0,,0,0,,0,,0
20731_prince_george_s_county_md__zip,"20731, Prince George's County, MD",zip,,0,,0,8200,1,,0,0,,0,0,,0,,0
20735_prince_george_s_county_md__zip,"20735, Prince George's County, MD",zip,,0,,0,8203,1,,0,0,,0,0,,0,,0
20737_prince_george_s_county_md__zip,"20737, Prince George's County, MD",zip,,0,,0,8205,1,,0,0,,0,0,,0,,0
20740_prince_george_s_county_md__zip,"20740, Prince George's County, MD",zip,,0,,0,8207,1,,0,0,,0,0,,0,,0
20741_prince_george_s_county_md__zip,"20741, Prince George's County, MD",zip,,0,,0,8208,1,,0,0,,0,0,,0,,0
20743_prince_george_s_county_md__zip,"20743, Prince George's County, MD",zip,,0,,0,8210,1,,0,0,,0,0,,0,,0
20744_prince_george_s_county_md__zip,"20744, Prince George's County, MD",zip,,0,,0,8211,1,,0,0,,0,0,,0,,0
20745_prince_george_s_county_md__zip,"20745, Prince George's County, MD",zip,,0,,0,8212,1,,0,0,,0,0,,0,,0
20746_prince_george_s_county_md__zip,"20746, Prince George's County, MD",zip,,0,,0,8213,1,,0,0,,0,0,,0,,0
20747_prince_george_s_county_md__zip,"20747, Prince George's County, MD",zip,,0,,0,8214,1,,0,0,,0,0,,0,,0
20748_prince_george_s_county_md__zip,"20748, Prince George's County, MD",zip,,0,,0,8215,1,,0,0,,0,0,,0,,0
20752_prince_george_s_county_md__zip,"20752, Prince George's County, MD",zip,,0,,0,8219,1,,0,0,,0,0,,0,,0
20757_prince_george_s_county_md__zip,"20757, Prince George's County, MD",zip,,0,,0,8223,1,,0,0,,0,0,,0,,0
20768_prince_george_s_county_md__zip,"20768, Prince George's County, MD",zip,,0,,0,8230,1,,0,0,,0,0,,0,,0
20769_prince_george_s_county_md__zip,"20769, Prince George's County, MD",zip,,0,,0,8231,1,,0,0,,0,0,,0,,0
20770_prince_george_s_county_md__zip,"20770, Prince George's County, MD",zip,,0,,0,8232,1,,0,0,,0,0,,0,,0
20771_prince_george_s_county_md__zip,"20771, Prince George's County, MD",zip,,0,,0,8233,1,,0,0,,0,0,,0,,0
20772_prince_george_s_county_md__zip,"20772, Prince George's County, MD",zip,,0,,0,8234,1,,0,0,,0,0,,0,,0
20774_prince_george_s_county_md__zip,"20774, Prince George's County, MD",zip,,0,,0,8236,1,,0,0,,0,0,,0,,0
20781_prince_george_s_county_md__zip,"20781, Prince George's County, MD",zip,,0,,0,8242,1,,0,0,,0,0,,0,,0
20782_prince_george_s_county_md__zip,"20782, Prince George's County, MD",zip,,0,,0,8243,1,,0,0,,0,0,,0,,0
20783_prince_george_s_county_md__zip,"20783, Prince George's County, MD",zip,,0,,0,8244,1,,0,0,,0,0,,0,,0
20784_prince_george_s_county_md__zip,"20784, Prince George's County, MD",zip,,0,,0,8245,1,,0,0,,0,0,,0,,0
20785_prince_george_s_county_md__zip,"20785, Prince George's County, MD",zip,,0,,0,8246,1,,0,0,,0,0,,0,,0
20812_montgomery_county_md__zip,"20812, Montgomery County, MD",zip,,0,,0,8257,1,,0,0,,0,0,,0,,0
20814_montgomery_county_md__zip,"20814, Montgomery County, MD",zip,,0,,0,8259,1,,0,0,,0,0,,0,,0
20815_montgomery_county_md__zip,"20815, Montgomery County, MD",zip,,0,,0,8260,1,,0,0,,0,0,,0,,0
20816_montgomery_county_md__zip,"20816, Montgomery County, MD",zip,,0,,0,8261,1,,0,0,,0,0,,0,,0
20817_montgomery_county_md__zip,"20817, Montgomery County, MD",zip,,0,,0,8262,1,,0,0,,0,0,,0,,0
20818_montgomery_county_md__zip,"20818, Montgomery County, MD",zip,,0,,0,8263,1,,0,0,,0,0,,0,,0
20824_montgomery_county_md__zip,"20824, Montgomery County, MD",zip,,0,,0,8264,1,,0,0,,0,0,,0,,0
20830_montgomery_county_md__zip,"20830, Montgomery County, MD",zip,,0,,0,8267,1,,0,0,,0,0,,0,,0
20832_montgomery_county_md__zip,"20832, Montgomery County, MD",zip,,0,,0,8268,1,,0,0,,0,0,,0,,0
20833_montgomery_county_md__zip,"20833, Montgomery County, MD",zip,,0,,0,8269,1,,0,0,,0,0,,0,,0
20837_montgomery_county_md__zip,"20837, Montgomery County, MD",zip,,0,,0,8270,1,,0,0,,0,0,,0,,0
20838_montgomery_county_md__zip,"20838, Montgomery County, MD",zip,,0,,0,8271,1,,0,0,,0,0,,0,,0
20839_montgomery_county_md__zip,"20839, Montgomery County, MD",zip,,0,,0,8272,1,,0,0,,0,0,,0,,0
20841_montgomery_county_md__zip,"20841, Montgomery County, MD",zip,,0,,0,8273,1,,0,0,,0,0,,0,,0
20842_montgomery_county_md__zip,"20842, Montgomery County, MD",zip,,0,,0,8274,1,,0,0,,0,0,,0,,0
20848_montgomery_county_md__zip,"20848, Montgomery County, MD",zip,,0,,0,8276,1,,0,0,,0,0,,0,,0
20849_montgomery_county_md__zip,"20849, Montgomery County, MD",zip,,0,,0,8277,1,,0,0,,0,0,,0,,0
20850_montgomery_county_md__zip,"20850, Montgomery County, MD",zip,,0,,0,8278,1,,0,0,,0,0,,0,,0
20851_montgomery_county_md__zip,"20851, Montgomery County, MD",zip,,0,,0,8279,1,,0,0,,0,0,,0,,0
20852_montgomery_county_md__zip,"20852, Montgomery County, MD",zip,,0,,0,8280,1,,0,0,,0,0,,0,,0
20853_montgomery_county_md__zip,"20853, Montgomery County, MD",zip,,0,,0,8281,1,,0,0,,0,0,,0,,0
20854_montgomery_county_md__zip,"20854, Montgomery County, MD",zip,,0,,0,8282,1,,0,0,,0,0,,0,,0
20855_montgomery_county_md__zip,"20855, Montgomery County, MD",zip,,0,,0,8283,1,,0,0,,0,0,,0,,0
20860_montgomery_county_md__zip,"20860, Montgomery County, MD",zip,,0,,0,8286,1,,0,0,,0,0,,0,,0
20861_montgomery_county_md__zip,"20861, Montgomery County, MD",zip,,0,,0,8287,1,,0,0,,0,0,,0,,0
20862_montgomery_county_md__zip,"20862, Montgomery County, MD",zip,,0,,0,8288,1,,0,0,,0,0,,0,,0
20866_montgomery_county_md__zip,"20866, Montgomery County, MD",zip,,0,,0,8289,1,,0,0,,0,0,,0,,0
20868_montgomery_county_md__zip,"20868, Montgomery County, MD",zip,,0,,0,8290,1,,0,0,,0,0,,0,,0
20871_montgomery_county_md__zip,"20871, Montgomery County, MD",zip,,0,,0,8291,1,,0,0,,0,0,,0,,0
20872_montgomery_county_md__zip,"20872, Montgomery County, MD",zip,,0,,0,8292,1,,0,0,,0,0,,0,,0
20874_montgomery_county_md__zip,"20874, Montgomery County, MD",zip,,0,,0,8293,1,,0,0,,0,0,,0,,0
20876_montgomery_county_md__zip,"20876, Montgomery County, MD",zip,,0,,0,8295,1,,0,0,,0,0,,0,,0
20877_montgomery_county_md__zip,"20877, Montgomery County, MD",zip,,0,,0,8296,1,,0,0,,0,0,,0,,0
20878_montgomery_county_md__zip,"20878, Montgomery County, MD",zip,,0,,0,8297,1,,0,0,,0,0,,0,,0
20879_montgomery_county_md__zip,"20879, Montgomery County, MD",zip,,0,,0,8298,1,,0,0,,0,0,,0,,0
20880_montgomery_county_md__zip,"20880, Montgomery County, MD",zip,,0,,0,8299,1,,0,0,,0,0,,0,,0
20882_montgomery_county_md__zip,"20882, Montgomery County, MD",zip,,0,,0,8300,1,,0,0,,0,0,,0,,0
20884_montgomery_county_md__zip,"20884, Montgomery County, MD",zip,,0,,0,8302,1,,0,0,,0,0,,0,,0
20886_montgomery_county_md__zip,"20886, Montgomery County, MD",zip,,0,,0,8304,1,,0,0,,0,0,,0,,0
20889_montgomery_county_md__zip,"20889, Montgomery County, MD",zip,,0,,0,8305,1,,0,0,,0,0,,0,,0
20894_montgomery_county_md__zip,"20894, Montgomery County, MD",zip,,0,,0,8308,1,,0,0,,0,0,,0,,0
20895_montgomery_county_md__zip,"20895, Montgomery County, MD",zip,,0,,0,8309,1,,0,0,,0,0,,0,,0
20896_montgomery_county_md__zip,"20896, Montgomery County, MD",zip,,0,,0,8310,1,,0,0,,0,0,,0,,0
20901_montgomery_county_md__zip,"20901, Montgomery County, MD",zip,,0,,0,8314,1,,0,0,,0,0,,0,,0
20902_montgomery_county_md__zip,"20902, Montgomery County, MD",zip,,0,,0,8315,1,,0,0,,0,0,,0,,0
20903_montgomery_county_md__zip,"20903, Montgomery County, MD",zip,,0,,0,8316,1,,0,0,,0,0,,0,,0
20904_montgomery_county_md__zip,"20904, Montgomery County, MD",zip,,0,,0,8317,1,,0,0,,0,0,,0,,0
20905_montgomery_county_md__zip,"20905, Montgomery County, MD",zip,,0,,0,8318,1,,0,0,,0,0,,0,,0
20906_montgomery_county_md__zip,"20906, Montgomery County, MD",zip,,0,,0,8319,1,,0,0,,0,0,,0,,0
20907_montgomery_county_md__zip,"20907, Montgomery County, MD",zip,,0,,0,8320,1,,0,0,,0,0,,0,,0
20910_montgomery_county_md__zip,"20910, Montgomery County, MD",zip,,0,,0,8322,1,,0,0,,0,0,,0,,0
20912_montgomery_county_md__zip,"20912, Montgomery County, MD",zip,,0,,0,8324,1,,0,0,,0,0,,0,,0
20913_montgomery_county_md__zip,"20913, Montgomery County, MD",zip,,0,,0,8325,1,,0,0,,0,0,,0,,0
20914_montgomery_county_md__zip,"20914, Montgomery County, MD",zip,,0,,0,8326,1,,0,0,,0,0,,0,,0
20918_montgomery_county_md__zip,"20918, Montgomery County, MD",zip,,0,,0,8329,1,,0,0,,0,0,,0,,0
20993_montgomery_county_md__zip,"20993, Montgomery County, MD",zip,,0,,0,8330,1,,0,0,,0,0,,0,,0
21771_montgomery_county_md__zip,"21771, Montgomery County, MD",zip,,0,,0,8644,1,,0,0,,0,0,,0,,0
