geo_id,date,metric,stage,value
district_of_columbia_dc__county,2013-05-31,employment,Raw,340246.0
district_of_columbia_dc__county,2013-06-30,employment,Raw,340875.0
district_of_columbia_dc__county,2013-07-31,employment,Raw,343049.0
district_of_columbia_dc__county,2013-08-31,employment,Raw,334029.0
district_of_columbia_dc__county,2013-09-30,employment,Raw,337994.0
district_of_columbia_dc__county,2013-10-31,employment,Raw,333303.0
district_of_columbia_dc__county,2013-11-30,employment,Raw,340718.0
district_of_columbia_dc__county,2013-12-31,employment,Raw,340873.0
district_of_columbia_dc__county,2014-01-31,employment,Raw,338912.0
district_of_columbia_dc__county,2014-02-28,employment,Raw,341545.0
district_of_columbia_dc__county,2014-03-31,employment,Raw,341158.0
district_of_columbia_dc__county,2014-04-30,employment,Raw,341140.0
district_of_columbia_dc__county,2014-05-31,employment,Raw,344598.0
district_of_columbia_dc__county,2014-06-30,employment,Raw,347574.0
district_of_columbia_dc__county,2014-07-31,employment,Raw,350504.0
district_of_columbia_dc__county,2014-08-31,employment,Raw,342066.0
district_of_columbia_dc__county,2014-09-30,employment,Raw,347811.0
district_of_columbia_dc__county,2014-10-31,employment,Raw,352157.0
district_of_columbia_dc__county,2014-11-30,employment,Raw,351419.0
district_of_columbia_dc__county,2014-12-31,employment,Raw,348575.0
district_of_columbia_dc__county,2015-01-31,employment,Raw,350157.0
district_of_columbia_dc__county,2015-02-28,employment,Raw,353102.0
district_of_columbia_dc__county,2015-03-31,employment,Raw,352668.0
district_of_columbia_dc__county,2015-04-30,employment,Raw,355842.0
district_of_columbia_dc__county,2015-05-31,employment,Raw,352353.0
district_of_columbia_dc__county,2015-06-30,employment,Raw,355631.0
district_of_columbia_dc__county,2015-07-31,employment,Raw,360356.0
district_of_columbia_dc__county,2015-08-31,employment,Raw,355025.0
district_of_columbia_dc__county,2015-09-30,employment,Raw,353216.0
district_of_columbia_dc__county,2015-10-31,employment,Raw,357016.0
district_of_columbia_dc__county,2015-11-30,employment,Raw,357835.0
district_of_columbia_dc__county,2015-12-31,employment,Raw,359050.0
district_of_columbia_dc__county,2016-01-31,employment,Raw,358382.0
district_of_columbia_dc__county,2016-02-29,employment,Raw,362154.0
district_of_columbia_dc__county,2016-03-31,employment,Raw,363322.0
district_of_columbia_dc__county,2016-04-30,employment,Raw,364965.0
district_of_columbia_dc__county,2016-05-31,employment,Raw,362234.0
district_of_columbia_dc__county,2016-06-30,employment,Raw,363954.0
district_of_columbia_dc__county,2016-07-31,employment,Raw,366439.0
district_of_columbia_dc__county,2016-08-31,employment,Raw,358224.0
district_of_columbia_dc__county,2016-09-30,employment,Raw,360156.0
district_of_columbia_dc__county,2016-10-31,employment,Raw,365756.0
district_of_columbia_dc__county,2016-11-30,employment,Raw,364297.0
district_of_columbia_dc__county,2016-12-31,employment,Raw,363648.0
district_of_columbia_dc__county,2017-01-31,employment,Raw,365177.0
district_of_columbia_dc__county,2017-02-28,employment,Raw,368054.0
district_of_columbia_dc__county,2017-03-31,employment,Raw,369275.0
district_of_columbia_dc__county,2017-04-30,employment,Raw,370243.0
district_of_columbia_dc__county,2017-05-31,employment,Raw,370711.0
district_of_columbia_dc__county,2017-06-30,employment,Raw,369483.0
district_of_columbia_dc__county,2017-07-31,employment,Raw,372708.0
district_of_columbia_dc__county,2017-08-31,employment,Raw,367875.0
district_of_columbia_dc__county,2017-09-30,employment,Raw,371592.0
district_of_columbia_dc__county,2017-10-31,employment,Raw,368652.0
district_of_columbia_dc__county,2017-11-30,employment,Raw,372077.0
district_of_columbia_dc__county,2017-12-31,employment,Raw,371294.0
district_of_columbia_dc__county,2018-01-31,employment,Raw,370367.0
district_of_columbia_dc__county,2018-02-28,employment,Raw,375476.0
district_of_columbia_dc__county,2018-03-31,employment,Raw,375516.0
district_of_columbia_dc__county,2018-04-30,employment,Raw,377014.0
district_of_columbia_dc__county,2018-05-31,employment,Raw,375101.0
district_of_columbia_dc__county,2018-06-30,employment,Raw,374516.0
district_of_columbia_dc__county,2018-07-31,employment,Raw,379563.0
district_of_columbia_dc__county,2018-08-31,employment,Raw,366182.0
district_of_columbia_dc__county,2018-09-30,employment,Raw,369867.0
district_of_columbia_dc__county,2018-10-31,employment,Raw,372768.0
district_of_columbia_dc__county,2018-11-30,employment,Raw,375021.0
district_of_columbia_dc__county,2018-12-31,employment,Raw,374633.0
district_of_columbia_dc__county,2019-01-31,employment,Raw,369204.0
district_of_columbia_dc__county,2019-02-28,employment,Raw,376370.0
district_of_columbia_dc__county,2019-03-31,employment,Raw,379823.0
district_of_columbia_dc__county,2019-04-30,employment,Raw,378910.0
district_of_columbia_dc__county,2019-05-31,employment,Raw,377856.0
district_of_columbia_dc__county,2019-06-30,employment,Raw,377871.0
district_of_columbia_dc__county,2019-07-31,employment,Raw,383994.0
district_of_columbia_dc__county,2019-08-31,employment,Raw,376414.0
district_of_columbia_dc__county,2019-09-30,employment,Raw,380561.0
district_of_columbia_dc__county,2019-10-31,employment,Raw,378445.0
district_of_columbia_dc__county,2019-11-30,employment,Raw,384407.0
district_of_columbia_dc__county,2019-12-31,employment,Raw,380872.0
district_of_columbia_dc__county,2020-01-31,employment,Raw,383281.0
district_of_columbia_dc__county,2020-02-29,employment,Raw,385982.0
district_of_columbia_dc__county,2020-03-31,employment,Raw,378670.0
district_of_columbia_dc__county,2020-04-30,employment,Raw,348901.0
district_of_columbia_dc__county,2020-05-31,employment,Raw,340919.0
district_of_columbia_dc__county,2020-06-30,employment,Raw,344789.0
district_of_columbia_dc__county,2020-07-31,employment,Raw,347407.0
district_of_columbia_dc__county,2020-08-31,employment,Raw,349452.0
district_of_columbia_dc__county,2020-09-30,employment,Raw,345900.0
district_of_columbia_dc__county,2020-10-31,employment,Raw,349108.0
district_of_columbia_dc__county,2020-11-30,employment,Raw,348473.0
district_of_columbia_dc__county,2020-12-31,employment,Raw,348721.0
district_of_columbia_dc__county,2021-01-31,employment,Raw,349504.0
district_of_columbia_dc__county,2021-02-28,employment,Raw,351746.0
district_of_columbia_dc__county,2021-03-31,employment,Raw,351910.0
district_of_columbia_dc__county,2021-04-30,employment,Raw,350436.0
district_of_columbia_dc__county,2021-05-31,employment,Raw,351542.0
district_of_columbia_dc__county,2021-06-30,employment,Raw,354870.0
district_of_columbia_dc__county,2021-07-31,employment,Raw,363198.0
district_of_columbia_dc__county,2021-08-31,employment,Raw,356051.0
district_of_columbia_dc__county,2021-09-30,employment,Raw,358261.0
district_of_columbia_dc__county,2021-10-31,employment,Raw,360884.0
district_of_columbia_dc__county,2021-11-30,employment,Raw,365221.0
district_of_columbia_dc__county,2021-12-31,employment,Raw,363857.0
district_of_columbia_dc__county,2022-01-31,employment,Raw,362364.0
district_of_columbia_dc__county,2022-02-28,employment,Raw,371226.0
district_of_columbia_dc__county,2022-03-31,employment,Raw,375109.0
district_of_columbia_dc__county,2022-04-30,employment,Raw,374878.0
district_of_columbia_dc__county,2022-05-31,employment,Raw,375388.0
district_of_columbia_dc__county,2022-06-30,employment,Raw,377835.0
district_of_columbia_dc__county,2022-07-31,employment,Raw,385291.0
district_of_columbia_dc__county,2022-08-31,employment,Raw,378871.0
district_of_columbia_dc__county,2022-09-30,employment,Raw,378912.0
district_of_columbia_dc__county,2022-10-31,employment,Raw,376015.0
district_of_columbia_dc__county,2022-11-30,employment,Raw,375991.0
district_of_columbia_dc__county,2022-12-31,employment,Raw,376967.0
district_of_columbia_dc__county,2023-01-31,employment,Raw,379092.0
district_of_columbia_dc__county,2023-02-28,employment,Raw,381305.0
district_of_columbia_dc__county,2023-03-31,employment,Raw,382203.0
district_of_columbia_dc__county,2023-04-30,employment,Raw,381772.0
district_of_columbia_dc__county,2023-05-31,employment,Raw,383283.0
district_of_columbia_dc__county,2023-06-30,employment,Raw,385195.0
district_of_columbia_dc__county,2023-07-31,employment,Raw,390390.0
district_of_columbia_dc__county,2023-08-31,employment,Raw,383911.0
district_of_columbia_dc__county,2023-09-30,employment,Raw,387265.0
district_of_columbia_dc__county,2023-10-31,employment,Raw,388857.0
district_of_columbia_dc__county,2023-11-30,employment,Raw,391725.0
district_of_columbia_dc__county,2023-12-31,employment,Raw,390621.0
district_of_columbia_dc__county,2024-01-31,employment,Raw,389873.0
district_of_columbia_dc__county,2024-02-29,employment,Raw,391919.0
district_of_columbia_dc__county,2024-03-31,employment,Raw,396914.0
district_of_columbia_dc__county,2024-04-30,employment,Raw,393443.0
district_of_columbia_dc__county,2024-05-31,employment,Raw,388487.0
district_of_columbia_dc__county,2024-06-30,employment,Raw,391286.0
district_of_columbia_dc__county,2024-07-31,employment,Raw,395848.0
district_of_columbia_dc__county,2024-08-31,employment,Raw,386519.0
district_of_columbia_dc__county,2024-09-30,employment,Raw,389157.0
district_of_columbia_dc__county,2024-10-31,employment,Raw,390915.0
district_of_columbia_dc__county,2024-11-30,employment,Raw,391918.0
district_of_columbia_dc__county,2024-12-31,employment,Raw,391619.0
district_of_columbia_dc__county,2025-01-31,employment,Raw,390797.0
district_of_columbia_dc__county,2025-02-28,employment,Raw,393994.0
district_of_columbia_dc__county,2025-03-31,employment,Raw,391957.0
district_of_columbia_dc__county,2025-04-30,employment,Raw,389067.0
district_of_columbia_dc__county,2025-05-31,employment,Raw,384898.0
district_of_columbia_dc__county,2025-06-30,employment,Raw,389619.0
district_of_columbia_dc__county,2025-07-31,employment,Raw,389692.0
district_of_columbia_dc__county,2025-08-31,employment,Raw,378170.0
district_of_columbia_dc__county,2025-09-30,employment,Raw,378669.0
district_of_columbia_dc__county,2025-10-31,employment,Raw,
district_of_columbia_dc__county,2025-11-30,employment,Raw,381416.0
district_of_columbia_dc__county,2025-12-31,employment,Raw,382881.0
district_of_columbia_dc__county,2026-01-31,employment,Raw,377509.0
district_of_columbia_dc__county,2026-02-28,employment,Raw,380928.0
district_of_columbia_dc__county,2026-03-31,employment,Raw,379767.0
district_of_columbia_dc__county,2026-04-30,employment,Raw,379329.0
district_of_columbia_dc__county,2026-05-31,employment,Raw,377225.0
district_of_columbia_dc__county,2006-05-31,employment,MA3,
district_of_columbia_dc__county,2006-06-30,employment,MA3,
district_of_columbia_dc__county,2006-07-31,employment,MA3,306083.6666666667
district_of_columbia_dc__county,2006-08-31,employment,MA3,307132.3333333333
district_of_columbia_dc__county,2006-09-30,employment,MA3,304556.3333333333
district_of_columbia_dc__county,2006-10-31,employment,MA3,304449.6666666667
district_of_columbia_dc__county,2006-11-30,employment,MA3,305535.3333333333
district_of_columbia_dc__county,2006-12-31,employment,MA3,307910.6666666667
district_of_columbia_dc__county,2007-01-31,employment,MA3,307188.0
district_of_columbia_dc__county,2007-02-28,employment,MA3,307835.3333333333
district_of_columbia_dc__county,2007-03-31,employment,MA3,308748.0
district_of_columbia_dc__county,2007-04-30,employment,MA3,310400.6666666667
district_of_columbia_dc__county,2007-05-31,employment,MA3,310648.0
district_of_columbia_dc__county,2007-06-30,employment,MA3,310623.3333333333
district_of_columbia_dc__county,2007-07-31,employment,MA3,311950.0
district_of_columbia_dc__county,2007-08-31,employment,MA3,312341.0
district_of_columbia_dc__county,2007-09-30,employment,MA3,312402.0
district_of_columbia_dc__county,2007-10-31,employment,MA3,311973.0
district_of_columbia_dc__county,2007-11-30,employment,MA3,313655.0
district_of_columbia_dc__county,2007-12-31,employment,MA3,315122.6666666667
district_of_columbia_dc__county,2008-01-31,employment,MA3,314647.0
district_of_columbia_dc__county,2008-02-29,employment,MA3,314611.0
district_of_columbia_dc__county,2008-03-31,employment,MA3,315248.3333333333
district_of_columbia_dc__county,2008-04-30,employment,MA3,317341.3333333333
district_of_columbia_dc__county,2008-05-31,employment,MA3,317279.6666666667
district_of_columbia_dc__county,2008-06-30,employment,MA3,317780.3333333333
district_of_columbia_dc__county,2008-07-31,employment,MA3,319475.0
district_of_columbia_dc__county,2008-08-31,employment,MA3,320878.6666666667
district_of_columbia_dc__county,2008-09-30,employment,MA3,320271.0
district_of_columbia_dc__county,2008-10-31,employment,MA3,317306.0
district_of_columbia_dc__county,2008-11-30,employment,MA3,315120.0
district_of_columbia_dc__county,2008-12-31,employment,MA3,313500.0
district_of_columbia_dc__county,2009-01-31,employment,MA3,312130.6666666667
district_of_columbia_dc__county,2009-02-28,employment,MA3,311279.0
district_of_columbia_dc__county,2009-03-31,employment,MA3,310435.3333333333
district_of_columbia_dc__county,2009-04-30,employment,MA3,309448.3333333333
district_of_columbia_dc__county,2009-05-31,employment,MA3,308165.6666666667
district_of_columbia_dc__county,2009-06-30,employment,MA3,308508.3333333333
district_of_columbia_dc__county,2009-07-31,employment,MA3,311797.6666666667
district_of_columbia_dc__county,2009-08-31,employment,MA3,312087.0
district_of_columbia_dc__county,2009-09-30,employment,MA3,310555.6666666667
district_of_columbia_dc__county,2009-10-31,employment,MA3,307089.0
district_of_columbia_dc__county,2009-11-30,employment,MA3,307438.0
district_of_columbia_dc__county,2009-12-31,employment,MA3,308344.6666666667
district_of_columbia_dc__county,2010-01-31,employment,MA3,309175.0
district_of_columbia_dc__county,2010-02-28,employment,MA3,309277.0
district_of_columbia_dc__county,2010-03-31,employment,MA3,310445.3333333333
district_of_columbia_dc__county,2010-04-30,employment,MA3,312401.0
district_of_columbia_dc__county,2010-05-31,employment,MA3,314633.6666666667
district_of_columbia_dc__county,2010-06-30,employment,MA3,316357.6666666667
district_of_columbia_dc__county,2010-07-31,employment,MA3,317436.3333333333
district_of_columbia_dc__county,2010-08-31,employment,MA3,315537.6666666667
district_of_columbia_dc__county,2010-09-30,employment,MA3,313760.0
district_of_columbia_dc__county,2010-10-31,employment,MA3,311485.0
district_of_columbia_dc__county,2010-11-30,employment,MA3,311733.3333333333
district_of_columbia_dc__county,2010-12-31,employment,MA3,311697.3333333333
district_of_columbia_dc__county,2011-01-31,employment,MA3,311758.0
district_of_columbia_dc__county,2011-02-28,employment,MA3,313053.6666666667
district_of_columbia_dc__county,2011-03-31,employment,MA3,313522.0
district_of_columbia_dc__county,2011-04-30,employment,MA3,314250.0
district_of_columbia_dc__county,2011-05-31,employment,MA3,313337.3333333333
district_of_columbia_dc__county,2011-06-30,employment,MA3,312725.6666666667
district_of_columbia_dc__county,2011-07-31,employment,MA3,313586.6666666667
district_of_columbia_dc__county,2011-08-31,employment,MA3,313332.0
district_of_columbia_dc__county,2011-09-30,employment,MA3,314073.3333333333
district_of_columbia_dc__county,2011-10-31,employment,MA3,313011.6666666667
district_of_columbia_dc__county,2011-11-30,employment,MA3,314002.3333333333
district_of_columbia_dc__county,2011-12-31,employment,MA3,314925.6666666667
district_of_columbia_dc__county,2012-01-31,employment,MA3,316039.6666666667
district_of_columbia_dc__county,2012-02-29,employment,MA3,317927.3333333333
district_of_columbia_dc__county,2012-03-31,employment,MA3,319791.3333333333
district_of_columbia_dc__county,2012-04-30,employment,MA3,322448.0
district_of_columbia_dc__county,2012-05-31,employment,MA3,325031.6666666667
district_of_columbia_dc__county,2012-06-30,employment,MA3,328265.6666666667
district_of_columbia_dc__county,2012-07-31,employment,MA3,331259.0
district_of_columbia_dc__county,2012-08-31,employment,MA3,332053.3333333333
district_of_columbia_dc__county,2012-09-30,employment,MA3,332982.3333333333
district_of_columbia_dc__county,2012-10-31,employment,MA3,334064.0
district_of_columbia_dc__county,2012-11-30,employment,MA3,337033.0
district_of_columbia_dc__county,2012-12-31,employment,MA3,338305.0
district_of_columbia_dc__county,2013-01-31,employment,MA3,338073.3333333333
district_of_columbia_dc__county,2013-02-28,employment,MA3,338256.0
district_of_columbia_dc__county,2013-03-31,employment,MA3,338729.3333333333
district_of_columbia_dc__county,2013-04-30,employment,MA3,339868.0
district_of_columbia_dc__county,2013-05-31,employment,MA3,339964.3333333333
district_of_columbia_dc__county,2013-06-30,employment,MA3,340387.3333333333
district_of_columbia_dc__county,2013-07-31,employment,MA3,341390.0
district_of_columbia_dc__county,2013-08-31,employment,MA3,339317.6666666667
district_of_columbia_dc__county,2013-09-30,employment,MA3,338357.3333333333
district_of_columbia_dc__county,2013-10-31,employment,MA3,335108.6666666667
district_of_columbia_dc__county,2013-11-30,employment,MA3,337338.3333333333
district_of_columbia_dc__county,2013-12-31,employment,MA3,338298.0
district_of_columbia_dc__county,2014-01-31,employment,MA3,340167.6666666667
district_of_columbia_dc__county,2014-02-28,employment,MA3,340443.3333333333
district_of_columbia_dc__county,2014-03-31,employment,MA3,340538.3333333333
district_of_columbia_dc__county,2014-04-30,employment,MA3,341281.0
district_of_columbia_dc__county,2014-05-31,employment,MA3,342298.6666666667
district_of_columbia_dc__county,2014-06-30,employment,MA3,344437.3333333333
district_of_columbia_dc__county,2014-07-31,employment,MA3,347558.6666666667
district_of_columbia_dc__county,2014-08-31,employment,MA3,346714.6666666667
district_of_columbia_dc__county,2014-09-30,employment,MA3,346793.6666666667
district_of_columbia_dc__county,2014-10-31,employment,MA3,347344.6666666667
district_of_columbia_dc__county,2014-11-30,employment,MA3,350462.3333333333
district_of_columbia_dc__county,2014-12-31,employment,MA3,350717.0
district_of_columbia_dc__county,2015-01-31,employment,MA3,350050.3333333333
district_of_columbia_dc__county,2015-02-28,employment,MA3,350611.3333333333
district_of_columbia_dc__county,2015-03-31,employment,MA3,351975.6666666667
district_of_columbia_dc__county,2015-04-30,employment,MA3,353870.6666666667
district_of_columbia_dc__county,2015-05-31,employment,MA3,353621.0
district_of_columbia_dc__county,2015-06-30,employment,MA3,354608.6666666667
district_of_columbia_dc__county,2015-07-31,employment,MA3,356113.3333333333
district_of_columbia_dc__county,2015-08-31,employment,MA3,357004.0
district_of_columbia_dc__county,2015-09-30,employment,MA3,356199.0
district_of_columbia_dc__county,2015-10-31,employment,MA3,355085.6666666667
district_of_columbia_dc__county,2015-11-30,employment,MA3,356022.3333333333
district_of_columbia_dc__county,2015-12-31,employment,MA3,357967.0
district_of_columbia_dc__county,2016-01-31,employment,MA3,358422.3333333333
district_of_columbia_dc__county,2016-02-29,employment,MA3,359862.0
district_of_columbia_dc__county,2016-03-31,employment,MA3,361286.0
district_of_columbia_dc__county,2016-04-30,employment,MA3,363480.3333333333
district_of_columbia_dc__county,2016-05-31,employment,MA3,363507.0
district_of_columbia_dc__county,2016-06-30,employment,MA3,363717.6666666667
district_of_columbia_dc__county,2016-07-31,employment,MA3,364209.0
district_of_columbia_dc__county,2016-08-31,employment,MA3,362872.3333333333
district_of_columbia_dc__county,2016-09-30,employment,MA3,361606.3333333333
district_of_columbia_dc__county,2016-10-31,employment,MA3,361378.6666666667
district_of_columbia_dc__county,2016-11-30,employment,MA3,363403.0
district_of_columbia_dc__county,2016-12-31,employment,MA3,364567.0
district_of_columbia_dc__county,2017-01-31,employment,MA3,364374.0
district_of_columbia_dc__county,2017-02-28,employment,MA3,365626.3333333333
district_of_columbia_dc__county,2017-03-31,employment,MA3,367502.0
district_of_columbia_dc__county,2017-04-30,employment,MA3,369190.6666666667
district_of_columbia_dc__county,2017-05-31,employment,MA3,370076.3333333333
district_of_columbia_dc__county,2017-06-30,employment,MA3,370145.6666666667
district_of_columbia_dc__county,2017-07-31,employment,MA3,370967.3333333333
district_of_columbia_dc__county,2017-08-31,employment,MA3,370022.0
district_of_columbia_dc__county,2017-09-30,employment,MA3,370725.0
district_of_columbia_dc__county,2017-10-31,employment,MA3,369373.0
district_of_columbia_dc__county,2017-11-30,employment,MA3,370773.6666666667
district_of_columbia_dc__county,2017-12-31,employment,MA3,370674.3333333333
district_of_columbia_dc__county,2018-01-31,employment,MA3,371246.0
district_of_columbia_dc__county,2018-02-28,employment,MA3,372379.0
district_of_columbia_dc__county,2018-03-31,employment,MA3,373786.3333333333
district_of_columbia_dc__county,2018-04-30,employment,MA3,376002.0
district_of_columbia_dc__county,2018-05-31,employment,MA3,375877.0
district_of_columbia_dc__county,2018-06-30,employment,MA3,375543.6666666667
district_of_columbia_dc__county,2018-07-31,employment,MA3,376393.3333333333
district_of_columbia_dc__county,2018-08-31,employment,MA3,373420.3333333333
district_of_columbia_dc__county,2018-09-30,employment,MA3,371870.6666666667
district_of_columbia_dc__county,2018-10-31,employment,MA3,369605.6666666667
district_of_columbia_dc__county,2018-11-30,employment,MA3,372552.0
district_of_columbia_dc__county,2018-12-31,employment,MA3,374140.6666666667
district_of_columbia_dc__county,2019-01-31,employment,MA3,372952.6666666667
district_of_columbia_dc__county,2019-02-28,employment,MA3,373402.3333333333
district_of_columbia_dc__county,2019-03-31,employment,MA3,375132.3333333333
district_of_columbia_dc__county,2019-04-30,employment,MA3,378367.6666666667
district_of_columbia_dc__county,2019-05-31,employment,MA3,378863.0
district_of_columbia_dc__county,2019-06-30,employment,MA3,378212.3333333333
district_of_columbia_dc__county,2019-07-31,employment,MA3,379907.0
district_of_columbia_dc__county,2019-08-31,employment,MA3,379426.3333333333
district_of_columbia_dc__county,2019-09-30,employment,MA3,380323.0
district_of_columbia_dc__county,2019-10-31,employment,MA3,378473.3333333333
district_of_columbia_dc__county,2019-11-30,employment,MA3,381137.6666666667
district_of_columbia_dc__county,2019-12-31,employment,MA3,381241.3333333333
district_of_columbia_dc__county,2020-01-31,employment,MA3,382853.3333333333
district_of_columbia_dc__county,2020-02-29,employment,MA3,383378.3333333333
district_of_columbia_dc__county,2020-03-31,employment,MA3,382644.3333333333
district_of_columbia_dc__county,2020-04-30,employment,MA3,371184.3333333333
district_of_columbia_dc__county,2020-05-31,employment,MA3,356163.3333333333
district_of_columbia_dc__county,2020-06-30,employment,MA3,344869.6666666667
district_of_columbia_dc__county,2020-07-31,employment,MA3,344371.6666666667
district_of_columbia_dc__county,2020-08-31,employment,MA3,347216.0
district_of_columbia_dc__county,2020-09-30,employment,MA3,347586.3333333333
district_of_columbia_dc__county,2020-10-31,employment,MA3,348153.3333333333
district_of_columbia_dc__county,2020-11-30,employment,MA3,347827.0
district_of_columbia_dc__county,2020-12-31,employment,MA3,348767.3333333333
district_of_columbia_dc__county,2021-01-31,employment,MA3,348899.3333333333
district_of_columbia_dc__county,2021-02-28,employment,MA3,349990.3333333333
district_of_columbia_dc__county,2021-03-31,employment,MA3,351053.3333333333
district_of_columbia_dc__county,2021-04-30,employment,MA3,351364.0
district_of_columbia_dc__county,2021-05-31,employment,MA3,351296.0
district_of_columbia_dc__county,2021-06-30,employment,MA3,352282.6666666667
district_of_columbia_dc__county,2021-07-31,employment,MA3,356536.6666666667
district_of_columbia_dc__county,2021-08-31,employment,MA3,358039.6666666667
district_of_columbia_dc__county,2021-09-30,employment,MA3,359170.0
